otsikko,teksti,tahdet,url,kieli,mallin_ennuste
placeholder,En ole näitä maistanut koska menivät lahjoiksi.,3,https://fi.fazer.com/collections/all/products/fazer-skumppakuulat-makeisrasia-260g,fi,positiivinen
placeholder,Kallista Fazerilla. Lähimarketit myy vastaavaa tuotetta huomattavasta halvemmalla!,3,https://fi.fazer.com/collections/all/products/fazer-skumppakuulat-makeisrasia-260g,fi,positiivinen
placeholder,Tuote oli teillä paljon kalliimpi kuin jos olisin ostanut tavallisesta kaupasta.,3,https://fi.fazer.com/collections/all/products/fazer-skumppakuulat-makeisrasia-260g,fi,positiivinen
placeholder,"Kaikki muuten hyvin, rasiat olivat vain vähän kurtussa. Tuote kuitenkin ihana.",3,https://fi.fazer.com/collections/all/products/fazer-skumppakuulat-makeisrasia-260g,fi,positiivinen
placeholder,"Luulen, että tämä on parhaimmillaan jäädytettynä skumppalasissa kellumassa 😁",3,https://fi.fazer.com/collections/all/products/fazer-skumppakuulat-makeisrasia-260g,fi,positiivinen
placeholder,"vielä en ole maistanut, ostin lahjaksi Hinta oli korkeampi kuin kaupassa!",3,https://fi.fazer.com/collections/all/products/fazer-skumppakuulat-makeisrasia-260g,fi,positiivinen
placeholder,"Todella makeita, eikä yhden jälkeen tee mieli toista syödä. Maku OK...",3,https://fi.fazer.com/collections/all/products/fazer-skumppakuulat-makeisrasia-260g,fi,neutraali
placeholder,Olisi voinut olla enemmän makua,3,https://fi.fazer.com/collections/all/products/fazer-skumppakuulat-makeisrasia-260g,fi,positiivinen
placeholder,"Oli kuin sokerissa uitettua lämmintä valkoviiniä, en osta uudellee",2,https://fi.fazer.com/collections/all/products/fazer-skumppakuulat-makeisrasia-260g,fi,positiivinen
placeholder,Skumppakuulat testissä. Eivät vaan olleet Miun suun mukaisia.,3,https://fi.fazer.com/collections/all/products/fazer-skumppakuulat-makeisrasia-260g,fi,positiivinen
placeholder,"Ei vaan ollut mun juttu, mutta nimi kuulosti kivalta niin testasin.",2,https://fi.fazer.com/collections/all/products/fazer-skumppakuulat-makeisrasia-260g,fi,neutraali
placeholder,Maistuu lähinnä pommacille,3,https://fi.fazer.com/collections/all/products/fazer-skumppakuulat-makeisrasia-260g,fi,positiivinen
placeholder,Oudon makuisia.,2,https://fi.fazer.com/collections/all/products/fazer-skumppakuulat-makeisrasia-260g,fi,positiivinen
placeholder,Ei mun makuun ja koostumuksesta en pitänyt,1,https://fi.fazer.com/collections/all/products/fazer-skumppakuulat-makeisrasia-260g,fi,positiivinen
placeholder,Toimii kivasti 'jääpalana' juomassa.,3,https://fi.fazer.com/collections/all/products/fazer-skumppakuulat-makeisrasia-260g,fi,positiivinen
placeholder,Maku voisi olla hieman kirpeämpi.,3,https://fi.fazer.com/collections/all/products/fazer-skumppakuulat-makeisrasia-260g,fi,positiivinen
placeholder,"Pikku isen petyin makuun,",3,https://fi.fazer.com/collections/all/products/fazer-skumppakuulat-makeisrasia-260g,fi,positiivinen
placeholder,Ihan ok. Vähän mauton.,3,https://fi.fazer.com/collections/all/products/fazer-skumppakuulat-makeisrasia-260g,fi,neutraali
placeholder,Kiitos. Toimitus tuli nopeasti.,2,https://fi.fazer.com/collections/all/products/fazer-skumppakuulat-makeisrasia-260g,fi,positiivinen
placeholder,Kiva lahja skumpan kylkeen,3,https://fi.fazer.com/collections/all/products/fazer-skumppakuulat-makeisrasia-260g,fi,positiivinen
placeholder,En ole vielä maistanut.,3,https://fi.fazer.com/collections/all/products/fazer-skumppakuulat-makeisrasia-260g,fi,positiivinen
placeholder,"Maku ja koostumus ei miellytä, on kuin muussattua dominoa sisuksineen päivineen eikä kyllä toimi.",2,https://fi.fazer.com/collections/all/products/domino-bites-mint-choco-herkuttelukeksi-185g,fi,negatiivinen
placeholder,Hyvia mutta kaipaan alkuperaisia domino minttuja,3,https://fi.fazer.com/collections/all/products/domino-bites-mint-choco-herkuttelukeksi-185g,fi,neutraali
placeholder,Ihan okei. Ei todellakaan minun makuuni,3,https://fi.fazer.com/collections/all/products/domino-bites-mint-choco-herkuttelukeksi-185g,fi,negatiivinen
placeholder,Maistuu vain vanhalta suklaalta,1,https://fi.fazer.com/collections/all/products/domino-bites-mint-choco-herkuttelukeksi-185g,fi,positiivinen
placeholder,Outo maku ei minun makuuni,2,https://fi.fazer.com/collections/all/products/domino-bites-mint-choco-herkuttelukeksi-185g,fi,negatiivinen
placeholder,Vähän tylsää ja kuivaa,3,https://fi.fazer.com/collections/all/products/domino-bites-mint-choco-herkuttelukeksi-185g,fi,positiivinen
placeholder,"Kuivakka ja outo maku,ei jatkoon.",1,https://fi.fazer.com/collections/all/products/domino-bites-mint-choco-herkuttelukeksi-185g,fi,negatiivinen
placeholder,Erittäin hyvää suklaata,3,https://fi.fazer.com/collections/all/products/domino-bites-mint-choco-herkuttelukeksi-185g,fi,positiivinen
placeholder,"Kuvittelin tuotteen keksimäisemmäksi, maku ihan ok",3,https://fi.fazer.com/collections/all/products/domino-bites-mint-choco-herkuttelukeksi-185g,fi,neutraali
placeholder,Mauttomia keksejä,2,https://fi.fazer.com/collections/all/products/domino-bites-mint-choco-herkuttelukeksi-185g,fi,positiivinen
placeholder,Hieman liian kuiva,3,https://fi.fazer.com/collections/all/products/domino-bites-mint-choco-herkuttelukeksi-185g,fi,positiivinen
placeholder,"Lakritsi ei ole hyvä, valitettavasti, liian samanlainen kuin yskänlääke, valitettavasti toinen on hyvä!",3,https://fi.fazer.com/collections/all/products/remix-favourites-karkkipussi-230g,fi,negatiivinen
placeholder,Erittäin hyvä laukku,1,https://fi.fazer.com/collections/all/products/remix-favourites-karkkipussi-230g,fi,positiivinen
placeholder,Ei oikeastaan minun makuuni pienissä makeisissa,3,https://fi.fazer.com/collections/all/products/remix-favourites-karkkipussi-230g,fi,negatiivinen
placeholder,Aika yksi totinen,3,https://fi.fazer.com/collections/all/products/remix-favourites-karkkipussi-230g,fi,positiivinen
placeholder,Perus irtokarkki vaikutelma,1,https://fi.fazer.com/collections/all/products/remix-favourites-karkkipussi-230g,fi,positiivinen
placeholder,Ei erikoinen mutta okei,3,https://fi.fazer.com/collections/all/products/remix-favourites-karkkipussi-230g,fi,neutraali
placeholder,Pikkukirvelevät 0/5,1,https://fi.fazer.com/collections/all/products/remix-favourites-karkkipussi-230g,fi,positiivinen
placeholder,"Olin tilannut suklaaboksin sitä varten että lapsi saa viedä sen lahjaksi lopetettuaan harjoittelun, mutta koska tuote saapui ilman suojapakkausta ja lähetysteipistä jäi todella ikävät jäljet, ei se ollut enää siisti lahjaksi annettavaksi. Kun annoin palautetta niin minulle vastattiin että asiasta on maininta ja pakkaus on lähinnä suojaamassa tuotetta. En löytänyt mistään tätä tietoa, ei siis ainakaan kovin selvästi ollut ilmoitettu. Enkä kyllä usko, että kukaan tilaa pelkkien patukoiden vuoksi mitkä saa huomattavasti halvemmalla kaupasta. Olin todella pettynyt, koska olin luottanut että brändinne on olla takuu laadukas. Viimeisen kerran tilaan Fazerilta.",1,https://fi.fazer.com/collections/all/products/patukkaboksi,fi,positiivinen
placeholder,"Boksi sinänsä oli tosi kiva, mutta iso miinus siitä, että tarkoitukseen suunniteltu ja kirjoitettu (ja ”tilattu”) viesti ei ollut paketissa mukana. Vastaanottaja oli pitkään ihmetellyt, keneltä moinen boxi tuli. Onneksi satuin kyselemään myöhemmin, että eikö ole tullut.",3,https://fi.fazer.com/collections/all/products/patukkaboksi,fi,positiivinen
placeholder,"suklaapatukat sulannut, jakaja laittoi paketti postilaatikkoon auringossa. viesti tuli vain tunti ennen ja silloin olin töissä. boxi oli 5 tuntia sielä!",2,https://fi.fazer.com/collections/all/products/patukkaboksi,fi,positiivinen
placeholder,"Paketissa sinällään ei ollut moitteita mutta lupaamanne henkilökohtainen viesti ei ollut paketissa. Oli meille pettymys,oli vuosipäivä kihlauksestamme niin kirjoitin viestin hänelle vielä. Tilauksesta tuli vielä ilmoitus että kestää hiukan kauemmin koska tulee eri varastolta koska henkilöity. Asiakaspalvelijan jo kyseli mutta keskustelu jäi auki.",2,https://fi.fazer.com/collections/all/products/patukkaboksi,fi,negatiivinen
placeholder,Paketti olisi voinut olla hienompi ulkopuoleltakin.. ikävä antaa ruskea pahvilaatikko kuitilla lahjaksi :/ ja korttiinkin voisitte nähdä enemmän vaivaa kuin pienellä kirjoitettu teksti. Odotin parempaa mutta patukat olivat kuulemma hyviä.,2,https://fi.fazer.com/collections/all/products/patukkaboksi,fi,positiivinen
placeholder,"Toimitus oli jätetty kerrostalon pihalle, ilmeisesti ei oltu päästy rappuun sisälle. Vastaanottaja onneksi löysi sen ensimmäisenä ja ilahtui lahjasta.",3,https://fi.fazer.com/collections/all/products/patukkaboksi,fi,positiivinen
placeholder,"Suklaat oli jätetty postilaatikkoon 30 asteen helteellä, joten ne olivat ihan vellinä.",2,https://fi.fazer.com/collections/all/products/patukkaboksi,fi,positiivinen
placeholder,"Kesällä postilaatikkoon aurinkoisena päivänä, hieman, tai vähän enemmän, sulaneita siinä vaiheessa kun töistä tulin.",2,https://fi.fazer.com/collections/all/products/patukkaboksi,fi,positiivinen
placeholder,Jos tilaan tuotteen Sipooseen en halua noutaa sitä Vantaalta minne minulla ei ole mitään muuta asiaa!,1,https://fi.fazer.com/collections/all/products/patukkaboksi,fi,negatiivinen
placeholder,"Kauniisti pakatut tuotteet  laatikoihin, kiva antaa lahjaksi",1,https://fi.fazer.com/collections/all/products/patukkaboksi,fi,positiivinen
placeholder,Petyin kun pakettitarra oli liimattu patukkaboksiin ja boksin teipit repesi kun tarran irroitin. Tilasin boksin lahjaksi ja nyt se ei ollut enään niin siisti mitä toivoin. Muutenkin pahvi oli kärsinyt postituksessa.,3,https://fi.fazer.com/collections/all/products/patukkaboksi,fi,positiivinen
placeholder,Sisälsi ne tuotteet mitkä pitikin,3,https://fi.fazer.com/collections/all/products/patukkaboksi,fi,positiivinen
placeholder,"Jep,olen jo vastannutkin, että ihmettelen miten ystäväkampanja tuote toimitettiin 10pv ennen ko päivää.",1,https://fi.fazer.com/collections/all/products/patukkaboksi,fi,positiivinen
placeholder,"Kiitos paljon. Kaikki hyvin ja nopeasti perillle ja osa jo syöty, on niin hyvää Suomesta.",2,https://fi.fazer.com/collections/all/products/patukkaboksi,fi,positiivinen
placeholder,Luulin että kaikki oli kaksi. Katsoin epähuomiossa väärin mitä pakkaus sisälsi,3,https://fi.fazer.com/collections/all/products/patukkaboksi,fi,positiivinen
placeholder,"Sopivat patukat pikku makeanhimoon, jokaiselle oma maku.",2,https://fi.fazer.com/collections/all/products/patukkaboksi,fi,positiivinen
placeholder,"Joidenkin patukoiden pinta oli valkoinen, esim. Fazerina.",3,https://fi.fazer.com/collections/all/products/patukkaboksi,fi,positiivinen
placeholder,"katsoin patukkaboksin sisällön hhuonosti, sisälsi epätoivottuja patukoiya",2,https://fi.fazer.com/collections/all/products/patukkaboksi,fi,positiivinen
placeholder,Monipuolinen,3,https://fi.fazer.com/collections/all/products/patukkaboksi,fi,positiivinen
placeholder,Tuotteiden parasta ennen päiväykset olivat jo lokakuussa. Liian lyhyt aika lahjalle.,2,https://fi.fazer.com/collections/all/products/patukkaboksi,fi,positiivinen
placeholder,"Itse tuotteet ovat hyviä, mutta olikin pettymys, että patukoille ei ollutkaan omaa laatikkoa, vaan pelkkä postipakkaus. Luulin kuvan perusteella, että on kaunis vaaleanpunainen, ohuempaa pahvia oleva laatikko sisällä.",3,https://fi.fazer.com/collections/all/products/patukkaboksi,fi,neutraali
placeholder,"Laskin, että jos ostaa ruokakaupasta samat patukat niiden yhteisarvo on 7,7 euro (k-kauppa), eli 2,3 euro veloitetaan aika tylsästä pahvilaatikosta, joka myös toimii postipakettina (eli postin tarrat kiinni..), sen lisäksi joutuu vielä maksaamaan postimaksua. Minun mielestä, jos ostetaan suoraan tuottajalta pitäisi saada vähän enemmän (ei välikäsiä).... sen takia ainoastaan 3 tähtiä, muuten idea on hyvä.",3,https://fi.fazer.com/collections/all/products/patukkaboksi,fi,negatiivinen
placeholder,"Fami ja Susu puuttuivat. Sen sijaan laatikossa oli 2 x Kismet ja 2 x Sininen patukka. Melkoinen pettymys, kun juuri ne tärkeimmät puuttuivat. Oliko ihan pakko laittaa tilalle samanlaisia useammat, kun erilaisiakin Fazerilla on?",2,https://fi.fazer.com/collections/all/products/patukkaboksi,fi,positiivinen
placeholder,"Lähetin veljen pojalle nimipäivä lahjaksi patukka boxin. Tuotteeseen sai liittää tervehdys tekstin. Teksti oli ns. lähetysluottelossa, joka vahingossa huomattiin avata. Sisällä oli toki Fazerin oma erillinen kortti. Jos tuota lähetys listaa ei olisi vahingossa joku lukenut, ei vastaanottaja olisi saanut tervehdystäni, saatikka tietää keneltä lahja tuli. Lisäksi ihmetyttää miten ainoa toimitustapa on Posti? Postin on niin epäluotettava että on ihme mikään firma edes enää sitä käyttää.",2,https://fi.fazer.com/collections/all/products/patukkaboksi,fi,negatiivinen
placeholder,Vadelmajogurtti ja sitruunajogurtti patukat puuttui.,3,https://fi.fazer.com/collections/all/products/patukkaboksi,fi,positiivinen
placeholder,Miksi Fazer myy omia tuotteitaan kalliimmalla kuin mitä ne kaupassa maksaa?,1,https://fi.fazer.com/collections/all/products/patukkaboksi,fi,positiivinen
placeholder,Patukat olivat pahan makuisia ja huonolaatuisia. MENI HETI RIKKI!,1,https://fi.fazer.com/collections/all/products/patukkaboksi,fi,negatiivinen
placeholder,"Valitettavasti lyhyt säilyvyys, vaikka ostin sen normaalihintaan. En ajatellut/tajunut, että minun olisi pitänyt tarkistaa parasta ennen -päiväys 18 isoa suklaapatukkaa sisältävästä tuotteesta, joka on ostettu normaalihintaan. Oletin, että säilyvyys olisi vähintään 4-6 kuukautta eikä 2,5 kuukautta. Se on aika paljon suklaata.",3,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,positiivinen
placeholder,"Parasta ennen -päiväys oli liian lähellä, jotta koko suklaapatukkarasia olisi ehtinyt kuluttaa ajoissa. Jos asiakas ostaa irtotavarana, päivämäärään tulisi kiinnittää enemmän huomiota eikä vain päästä eroon pian vanhenevasta varastosta.",2,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,negatiivinen
placeholder,"Tilasin ilahduttamaan lahjaksi. Yksi syy oli personoitu viesti, jota kuitenkaan ei paketista löytynyt sen enempää kuin kortista. Suklaata olisi saanut tilattua vaikka prismasta, korttia ei. Vaikea suositella ilahduttamaan yllätyksenä.",2,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,negatiivinen
placeholder,"Tämä arvosana ei koske makua, vaan ostoehtoja. Säilyvyys on hyvin lyhyt. Helmikuun lopussa ostettu ruoka tulee syödä ennen toukokuuta. Eikä varoitusta saa ostettaessa.",3,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,negatiivinen
placeholder,Toimitus oli nopea. Mutta suklaalla oli vain 1-2 kuukautta jäljellä sen viimeistä käyttöpäivää.,3,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,positiivinen
placeholder,"Olin pettynyt, koska suklaan maku katosi kaiken karkkitäytteen takia. Ei mitään minulle, - Haluan puhdasta ""Fazerin sinistä"".",3,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,negatiivinen
placeholder,Liian kallis.,1,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,positiivinen
placeholder,Lemppari levyt puuttui.,3,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,positiivinen
placeholder,Pakkaus oli todella surkeassa kunnossa,3,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,positiivinen
placeholder,Muuten meni hyvin mutta joululahjaksi tilaamissani suklaissa parasta ennen päiväys on huhtikuulle.,3,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,neutraali
placeholder,"maku oli huono, koska se vaikutti vanhalta suklaalta eikä tavalliselta.",2,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,negatiivinen
placeholder,Osa levyjen paperikääreistä oli kokonaan ja osa osittain auki. En tilaa uudestaan. Avattua tuotetta ei ole mukava antaa eteenpäin...,2,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,neutraali
placeholder,"Ostin ihan hiljattain tarjouksen kautta kaikki sinisen boxin.  Laatikon nyt saapuessa huomasin parasta ennen päivämäärän olevan jo tammikuun lopulla. En voikaan siis antaa lahjaksi. Hyvä idea mureni täysin. Jos olisin tiennyt,en olisi tilannut lainkaan. Miksi parasta ennen päivämäärää ei mainita tuotteen esittelyn yhteydessä?",2,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,negatiivinen
placeholder,"Lahjaksi tilasin mutta huomasin, että parasta ennen päiväys oli noin kahden kuukauden päästä. En kehdannut antaa näin isoa laatikkoa niin lyhyellä päivämäärällä. Tästä pitäisi olla maininta tuotesivulla. En olisi ostanut.",2,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,positiivinen
placeholder,"Ideana mahtava. Mutta... Jos mainostetaan lahjaksi. Voisi tuotteilla olla pidempi parasta ennen kuin noin. 2 kuukautta. Eihän päiväys ole niin pilkun päälle, mutta ikävä antaa lahjaksi pian vanhenevaa suklaata.",2,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,positiivinen
placeholder,"se on yli 31 kruunua kappale, voin ostaa ne 16 kruunulla tavallisesta kaupasta. Huijaus.",1,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,negatiivinen
placeholder,Useimmat kaupat myyvät 2 suklaapatukkaa hintaan 32 kruunua. Sitten voit valita mitkä haluat h.,2,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,negatiivinen
placeholder,"Boksi jota käytetään päätuotteena Fazer Storen markkinoinnissa on loppuunmyyty 3-4 viikkoa ennen joulua... Verkkokaupassa näin ei pitäisi käydä, varsinkin jos myydään omaa tuotetta.",1,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,negatiivinen
placeholder,Levyt ovat kyllä hyviä mutta hyvin outoa ettei laatikko ole halvempi kun kuitenkin kappalemäärä / ostokerta on suurempi?,2,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,neutraali
placeholder,"Ottaakaa huomioon, jos ajattelette lahjaksi tuotteen, että postitus tapahtuu kuvan pahvilaatikossa. Postituksen jälkeen, ei lahjaksi kelpaavassa kunnossa.  Asiakaspalvelu todella ylimielistä asian tiimoilta.",1,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,negatiivinen
placeholder,"Aloitetaan positiivisella, paketin saaja palkitsi minut erittäin hienosti, paketti oli tarvittavan asiallinen ja suklaan ystävä haltioitui satsista. Eli tuote täysi viisi tähteä.  Ja sitten negaan, Toimitus! Asiakaspalvelu (vasta lähetettyäni emailin viikko sen jälkeen kun olisi jo pitänyt olla perillä, minulle kerrotaan että on ruuhkaa - hyvä palvelu on myös sitä että nega kerrotaan ilman pyytämistäkin)! Tästä vain yksi tähti!",2,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,positiivinen
placeholder,"Tein tilauksen 25.5. ja vieläkään (7.6.) ei ole paketti lähtenyt liikkeelle. Tosiaan kuten aiempi arvostelu sanoi, niin tuntuu hullulta, että Suomen siäsisiä lähetyksiä ei saada liikkeelle tai edes viestiä, että pahoitellaan lähetyksen viivästymistä. En voi kyllä tämän kokemuksen perusteella suositella verkkokauppaa kenellekään.",1,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,negatiivinen
placeholder,Tilasin paketin 26.5. tarkoituksena antaa lahjaksi 31.5. Nyt on 5.6. eikä lähetys ole vielä edes laitettu liikkeelle(tilausseurannan mukaan). En ole myöskään saanut mitään viestiä tai selitystä viivästymiselle. Suomalaisesta verkkokaupasta tilatessa suomessa valmistettua tuotetta niin olin olettanut että tavara on perillä parin päivän jälkeen. Nyt on mennyt kahdeksan arkipäivää eikä tilausta edes ole käsitelty.  Ei kovin hyvää asiakaspalvelua,1,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,positiivinen
placeholder,Voi miksi nämä suklaat on lopetettu. Parhaat ikinä. Eikö niitä edes välillä voisi olla tuotannossa?? Uusi vadelma-lakritsi: Ei jatkoon! Suuhun jää vain kasa kovia salmiakin makuisia kokkareita (vaikka salmiakki muuten on hyvää).,1,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,negatiivinen
placeholder,"Ostin uuden lakritsi-vadelma 200g levyn. ISO pettymys, sillä suklaassa maistui vain salmiakki, ei siis lakritsi, vadelmasta puhumattakaan. (Salmiakki on suuri inhokkini) Kiitos ihanista chili-maissimuropatukoista!",1,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,positiivinen
placeholder,Mihin on kadonnut popcorn-suklaa??? Se oli parasta ikinä!,2,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,positiivinen
placeholder,"Tuossa edellä joku kirjoittaa, että olisi hyvä lahjaidea mikäli olisi nätisti pakattu lahjaksi, mutta muutoin tulee kalliiksi ostaa tämä paketti. Vastaatte näin: ”Tervemenoa tietysti ostoksille sinne, jos niin on!” Millainen asiakaspalveluhenkilöstö teillä oikein siellä on? Kuka sanoo normaalia palautetta antaneelle asiakkaalle ”tervemenoa”??",1,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,negatiivinen
placeholder,Halvemmaks tulee ostaa kaikki erikseen.,1,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,positiivinen
placeholder,Lahjaideana ihan kiva jos olisi pakattu nättiin pakkaukseen. Nykyisellään halvempaa ostaa levyt yksitellen vaikkapa lähimarketista.,2,https://fi.fazer.com/collections/all/products/kaikki-sinisen-levyt-boksi,fi,negatiivinen
placeholder,Fazerin siniset maistuivat erilaiselle tässä pakkauksessa kuin omassa pakkauksessaan pelkälteen olevassa.,3,https://fi.fazer.com/collections/all/products/fazer-festive-5-500-g,fi,positiivinen
placeholder,Hyviä suklaapaloja. Sain kuitenkin enimmäkseen geishan paloja ja monet minttusuklaat olivat kuivia ja pureskeltavia. Se alentaa arvosanaa.,3,https://fi.fazer.com/collections/all/products/fazer-festive-5-500-g,fi,positiivinen
placeholder,Paketissa vaivaiset kolme minttua,3,https://fi.fazer.com/collections/all/products/fazer-festive-5-500-g,fi,positiivinen
placeholder,Ne kaikki maistuivat mintulta. :(,3,https://fi.fazer.com/collections/all/products/fazer-festive-5-500-g,fi,positiivinen
placeholder,"Loistava tuote, vaikka monet yksittäiset makeiset olivatkin löyhästi käärittyinä, mikä tarkoittaa, että ne kaikki saivat jonkin verran mintuista makua.",3,https://fi.fazer.com/collections/all/products/fazer-festive-5-500-g,fi,positiivinen
placeholder,Lahjaksi 👍,3,https://fi.fazer.com/collections/all/products/fazer-festive-5-500-g,fi,positiivinen
placeholder,Sisälsi 3 tyhmää väriä ja useista geishoista puuttui suklaakerros ympäriltä?! Ei ollenkaan tyytyväinen.,2,https://fi.fazer.com/collections/all/products/fazer-festive-5-500-g,fi,positiivinen
