"otsikko","teksti","tahdet","url","kieli"
"Mittaa nopeasti. Yksinkertainen käyttää. Mietin tätä pitkää"," mutta olen tyytyväinen ostokseen.""""","5","https://www.verkkokauppa.com/fi/product/379916/Weber-pikalampomittari-15-sek/reviews?page=2","fi"
"Laadukas"," nopea ja tarkka mittari! Vaivaton käyttää.""""","5","https://www.verkkokauppa.com/fi/product/379916/Weber-pikalampomittari-15-sek/reviews?page=2","fi"
"Näppärän kokoinen"," ja toimiva mittari. Antaa mittaustuloksen jopa nopeammin kuin ilmoitettu.""""","4","https://www.verkkokauppa.com/fi/product/379916/Weber-pikalampomittari-15-sek/reviews?page=15","fi"
"Alle vuoden olleet katossa ja jo toista kertaa ne piippailee pattereiden loppumista. En suosittele","1","https://www.verkkokauppa.com/fi/product/450080/Airam-KD-101LE-optinen-palovaroitin-ketjutettava/reviews?page=1","fi",""
"Toimii kuten luvattu ja saapui ajallaan noutopisteelle","5","https://www.verkkokauppa.com/fi/product/450080/Airam-KD-101LE-optinen-palovaroitin-ketjutettava/reviews?page=1","fi",""
"Ostimme kolme hälytintä. Ne asennettiin kahteen kerrokseen ja kolmeen eri tilaan.Asennuksen jälkeen kahdessa laitteessa painettiin """"""""Learn"""""""" ja yhdessä """"""""Test"""""""".Kaikki laitteet huutavat samaan aikaan. Homma valmis.Ei paljoa helpommin voi henkivakuutusta hoitaa..""""","4","https://www.verkkokauppa.com/fi/product/450080/Airam-KD-101LE-optinen-palovaroitin-ketjutettava/reviews?page=1","fi",""
"Mukana tulleet patterit loppuivat 5 kuukaudessa ja tietysti keskellä yötä. Kiitos Airam","1","https://www.verkkokauppa.com/fi/product/450080/Airam-KD-101LE-optinen-palovaroitin-ketjutettava/reviews?page=1","fi",""
"Ei ladannut kun ihan tarkassa kohdassa ja nyt jää päälle vaikka puhelimen ottaa pois ja lämpiää yli 50 asteeseen.En suosittele"," katsotaan meneekö takuuseen.""""","1","https://www.verkkokauppa.com/fi/product/579973/Wave-QiPad-langaton-latausalusta/reviews?page=1","fi"
"On ollut nyt käytössä hetken aikaa"," eikä ole sen kummempaa valitettavaa. Tekee asiansa. Puhelin latautuu odotetulla vauhdilla. Käyttöön otto ja käyttö on helppoa.""""","4","https://www.verkkokauppa.com/fi/product/579973/Wave-QiPad-langaton-latausalusta/reviews?page=1","fi"
"Piiloutuu pienenä ja tyylikkäänä työpöydälle tietokoneen näytön viereen. Lataus toimii välittömästi ja helposti kun laittaa puhelimen laitteen päälle. iPhone 8 akku kestää jonkin aikaa latautua täyteen"," mutta mulle tuo ei ole muodostunut ongelmaksi""""","5","https://www.verkkokauppa.com/fi/product/579973/Wave-QiPad-langaton-latausalusta/reviews?page=1","fi"
"Latausalusta on toiminut moitteettomasti. LG V 30 puhelin silikoonisuojan kanssa on ollut latauksessa"," eikä mitään ongelmia. Latausalusta pysyy hyvin paikoillaan alla olevian """"""""tassujen""""""""ansiosta.""""","5","https://www.verkkokauppa.com/fi/product/579973/Wave-QiPad-langaton-latausalusta/reviews?page=1","fi"
"Pakko jatkaa edellisten linjalla ! Todella hyvä ja huokea laite...........","5","https://www.verkkokauppa.com/fi/product/579973/Wave-QiPad-langaton-latausalusta/reviews?page=1","fi",""
"Upean näköinen ja helppokäyttöinen tehokas laturi. Ei mitään negatiivista sanottavaa.","5","https://www.verkkokauppa.com/fi/product/579973/Wave-QiPad-langaton-latausalusta/reviews?page=1","fi",""
"Toinen kierros tuotetta menossa"," sillä halkeaa hyvin helposti. Asennettavuudesta valitetaan mutta ei se loppujen lopuksi niin vaikeaa ole. Aloittaa painamaan yhdestä nurkasta kuplaa eteenpäin ja sitten kun vastakkaiseen nurkkaan tulee kupla niin nostaa lasia varovaisesti kulmasta ja puristaa kuplan pois. Pienempiä kuplia voi jäädä mutta odottaa vähän aikaa että ne ”yhdistyy” isommaksi kuplaksi ja toistaa aijemman vaiheen niin ei kyllä jää mitään kuplia.""""","3","https://www.verkkokauppa.com/fi/product/598927/PanzerGlass-panssarilasi-Apple-Watch-4-5-6-SE-44-mm-musta/reviews?page=1","fi"
"Erittäin hankala asentaa. Jää herkästi ilmakuplia eikä niitä saa hierottua pois.","2","https://www.verkkokauppa.com/fi/product/598927/PanzerGlass-panssarilasi-Apple-Watch-4-5-6-SE-44-mm-musta/reviews?page=1","fi",""
"Akku kestää pari päivää"," lataa nopeasti. Lapsen oli helppo oppia käyttämään. Aikuisen sovellus toimii ihan hyvin. Ei valitettavaa 😊""""","5","https://www.verkkokauppa.com/fi/product/867091/Xplora-X6-Play-kellopuhelin-sininen/reviews?page=1","fi"
"Kellon valmistaja käytännössä vaatii heidän oman SIM-korttinsa käytön (jossa siis puhelinnumero määräytyy puhelimen mukana tulevan SIM kortin mukaan). Muiden operaattoreiden SIM-kortin käytöstä veloitetaan 9.90e/kk palvelumaksu. Valmistaja ilmoittaa että """"""""laitteen kaikki toiminnallisuudet eivät ole käytössä"""""""" jos tuota palvelumaksua ja aktivointia ei maksa. No käytännössähän tämä tarkoittaa mm. yhteystietojen kirjaamista laitteeseen"," eli laitteella ei voi edes soittaa. Osuvampi ilmaisu olisi """"""""Laitetta ei voi käyttää ilman kuukausittaista palvelumaksun maksamista"""""""".""""","1","https://www.verkkokauppa.com/fi/product/867091/Xplora-X6-Play-kellopuhelin-sininen/reviews?page=1","fi"
"suositella kaikille lapsille. erittäin helppo ja turvallinen käyttää lapsille. 4/5","4","https://www.verkkokauppa.com/fi/product/867091/Xplora-X6-Play-kellopuhelin-sininen/reviews?page=1","fi",""
"Hiukan hankala aloitella kun suomenkielisiä ohjeita ei meinannut löytyä"," mutta nopeasti 7-vuotias synttärilahjaansa tutustui. Lapsen puhelimeksi mielestäni on vähän hintava mutta mitäpä ei mummi murunsa eteen tekisi.""""","4","https://www.verkkokauppa.com/fi/product/867091/Xplora-X6-Play-kellopuhelin-sininen/reviews?page=1","fi"
"Kello toimi hyvin ja tyytyväinen auta lapsille seurustellu ilman puhelinta","5","https://www.verkkokauppa.com/fi/product/867091/Xplora-X6-Play-kellopuhelin-sininen/reviews?page=2","fi",""
"Tukipalvelu olematonliittymien kanssa sekoilu hinnoittelussaHankalin käyttöönotto ikinä missäänHuoltajien appi aivan keskeneräinenlaite&koko systeemi keskeneräinenpaikannus toimii n.50% ajastaei voi luottaa toimivuuteen"," koska kaatuilee päivittäin.""""","1","https://www.verkkokauppa.com/fi/product/867091/Xplora-X6-Play-kellopuhelin-sininen/reviews?page=2","fi"
"Muuten ok mutta akun lataaminen ihmetyttää välillä meinaan latautuuko vaiko ei.Käyttöönotto saattaa olla hieman haastavaa mutta onnistuu diapameilla.Lapsi aloittaa koulun elokuussa joten sitten näkee tuotteen kestävyyden.","4","https://www.verkkokauppa.com/fi/product/867091/Xplora-X6-Play-kellopuhelin-sininen/reviews?page=2","fi",""
"Mototag (samat mitat kuin Airtag) meinaa tippua jo käsittelyssä tästä. En suosittele kenellekään.","1","https://www.verkkokauppa.com/fi/product/931957/FoneKit-silikonipidike-avainrenkaalla-Apple-AirTag-musta/reviews?page=1","fi",""
"Aivan surkea. AirTag putosi melkein itsekseen kahdesti molemmilla kerroilla käytettäessä.","1","https://www.verkkokauppa.com/fi/product/931957/FoneKit-silikonipidike-avainrenkaalla-Apple-AirTag-musta/reviews?page=1","fi",""
"Tämä oli kyllä valitettavasti ala-arvoinen tuote. Speksi ja materiaali hyviä. Ekassa ei toiminut Bluetooth. Vaihdettiin ja toka oli DOA"," ei ladannut akkuja lainkaan.""""","1","https://www.verkkokauppa.com/fi/product/717608/Lenco-CD-300-kannettava-CD-MP3-soitin-musta/reviews?page=1","fi"
"Todella pieni ja kevyt laite Cd-levyjen toistoon (kuulokkeilla)"," kulkee helposti minne vain.Pienuus tekee käyttämisestä hiukan tarkkaa puuhaa.""""","4","https://www.verkkokauppa.com/fi/product/717608/Lenco-CD-300-kannettava-CD-MP3-soitin-musta/reviews?page=1","fi"
"Ostin tämän auto-CD-soittimeksi kun nykyautoissa ei enää ole CD-soitin vakiona. Käyttöliittymä on tähän nähden aika kömpelö ja käynnistämiseen menee aikansa. Voimakkuudenlisäysnappi ei joka painallustaan näytä tottelevan siitä päätellen mitä lukemia näyttö näyttää. Vasta usea käynnistysyrityhs käynnistää laitteen. Saattaa myös pysähtyä kesken ajon kesken kappaleen. On kuitenkin parempi kuin ei mitään.","4","https://www.verkkokauppa.com/fi/product/717608/Lenco-CD-300-kannettava-CD-MP3-soitin-musta/reviews?page=1","fi",""
"Sopiva laite matkalle ja muutoin pientä soitinta kaipaavaan tilanteeseen. Vielä vähäisellä käyttökokemuksella hieman hankala käyttää"," muuttunee kun kokemusta karttuu... Bluetooth yhteys toimii ja yhdistyy eri laitteisiin helposti. Toistaiseksi hintansa väärti .""""","4","https://www.verkkokauppa.com/fi/product/717608/Lenco-CD-300-kannettava-CD-MP3-soitin-musta/reviews?page=1","fi"
"Soitin ei toimi sonyn bluetooth nappikuullokeiden kanssa.mutta jbl kanssa toimii.siitä syystä ei ansaitse yhtään tähteä.ainut plussa tulee siitä kun ei ole kallis","1","https://www.verkkokauppa.com/fi/product/717608/Lenco-CD-300-kannettava-CD-MP3-soitin-musta/reviews?page=1","fi",""
"Toimii halutulla tavalla.  Asennusohjeet eivät miellyttäneet","4","https://www.verkkokauppa.com/fi/product/918427/Denver-DVBC-120-HD-digiboksi-kaapeliverkkoon/reviews?page=1","fi",""
"Ohjekirjassa ei härmän kieltä. Pöljän tuurilla löysin suomenkielisen valikon ja kanavat. Sitte kyllä on pelittänyt.","4","https://www.verkkokauppa.com/fi/product/918427/Denver-DVBC-120-HD-digiboksi-kaapeliverkkoon/reviews?page=1","fi",""
"Aivan liian vaikea ottaa käyttöön. Piti erikseen määrittää uudelleen modulaatio"," sekä symbolinopeus. Olisi jäänyt moneltä ikäihmiseltä asentamatta. Ilman netin kommentteja muilta käyttäjiltä olisi jäänyt minultakin asentamatta.""""","3","https://www.verkkokauppa.com/fi/product/918427/Denver-DVBC-120-HD-digiboksi-kaapeliverkkoon/reviews?page=1","fi"
"Hyvä ja toimiva digiboxi vanhaan LG taulutelevisioon. TV sai vielä lisäaikaa.","4","https://www.verkkokauppa.com/fi/product/918427/Denver-DVBC-120-HD-digiboksi-kaapeliverkkoon/reviews?page=1","fi",""
" Helppo ja Halpa","Antaa todella hyvän kuvan yli 15v vanhalle Sony Bravialle. Asennuksessa ei ongelmia. Piti vain valita Provider:Manual ja tajuudeksi 6.900 QAM 256. Sieltä ne kanavat sitten tupsahti👌","5","https://www.verkkokauppa.com/fi/product/918427/Denver-DVBC-120-HD-digiboksi-kaapeliverkkoon/reviews?page=1","fi"
"Ei ole vielä asennettu.toivotaan että toimii vasta kun on käytössä tietää enemmän.","4","https://www.verkkokauppa.com/fi/product/918427/Denver-DVBC-120-HD-digiboksi-kaapeliverkkoon/reviews?page=1","fi",""
"Helppo käyttöinen digiboxi. Jopa yli 80-vuotiaalle helppo omaksua digiboxin Kauko-ohjain ja boxin käyttäminen vaikka aikaisempaa kokemusta ei tällaisista laitteista ollutkaan.","5","https://www.verkkokauppa.com/fi/product/918427/Denver-DVBC-120-HD-digiboksi-kaapeliverkkoon/reviews?page=1","fi",""
"hei!tämä poksi ei toiminut meillä.oli jotain vikaa?","1","https://www.verkkokauppa.com/fi/product/918427/Denver-DVBC-120-HD-digiboksi-kaapeliverkkoon/reviews?page=1","fi",""
"Selvitä kaapelitv operaattoriltasi taajuus"," symbolinopues ja modulaatio. Esim. Telian kaapelitv:n tapauksessa valitse automaattihaun alueeksi suomi ja verkoksi 6.900MS-QAM256 ja hae. Muillaoperaattoreilla voi olla eri arvot. Manuaalin kirjoittaja ei ole asentanut tätä laitetta.""""","4","https://www.verkkokauppa.com/fi/product/918427/Denver-DVBC-120-HD-digiboksi-kaapeliverkkoon/reviews?page=2","fi"
"Toiseen reikään plugi meni painamalla sitä lujasti"," mutta toiseen ei saanut plugia sisään millään. Palautin ja ostin toisen tuotteen.""""","1","https://www.verkkokauppa.com/fi/product/2354/Goobay-3-5-mm-uros-2-x-3-5-mm-naaras-audioadapteri/reviews?page=1","fi"
" turha ostos.","Musiikki kuuluu vain toisista kuulokkeista. Osta suosiolla hieman kalliimpi tuote.","1","https://www.verkkokauppa.com/fi/product/2354/Goobay-3-5-mm-uros-2-x-3-5-mm-naaras-audioadapteri/reviews?page=1","fi"
"plugien pitää olla sopivassa asennossa jotta signaali kulkee läpi. En suosittele.","2","https://www.verkkokauppa.com/fi/product/2354/Goobay-3-5-mm-uros-2-x-3-5-mm-naaras-audioadapteri/reviews?page=1","fi",""
"Mahtava tuote"," jolla on helppo liittää yhteen laitteeseen esim. kahdet kuulokkeet.""""","5","https://www.verkkokauppa.com/fi/product/2354/Goobay-3-5-mm-uros-2-x-3-5-mm-naaras-audioadapteri/reviews?page=1","fi"
"Tekee mitä lupaa. Toimii hyvin. Ei kai tästä voi muuta sanoa.","5","https://www.verkkokauppa.com/fi/product/2354/Goobay-3-5-mm-uros-2-x-3-5-mm-naaras-audioadapteri/reviews?page=1","fi",""
"todella hyvä ja laadukas teline edullinen hinta xxxx","5","https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1","fi",""
"Hyvä ja toimii"," mutta pikaliitosten joustavat napit toimi turhan jäykästi""""","4","https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1","fi"
"Asiallisen oloinen ja vastaa myynti-ilmoitusta.Suhteellisen lyhyt takuuaika ihmetyttää"," kun kyseessä kuitenkin vain yksinkertainen kantava osa.""""","4","https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1","fi"
"Vaikka ruuvit oli kireällä"," niin ajan myötä projektori roikkui kuitenkin kallellaan. Millään ei saanut luotettavasti pysymään yhdessä asennossa.""""","2","https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1","fi"
"Kannattaa kiertää tämä tuote kaukaa. Asennnuskokemus oli jotain kauhun ja vihan sekoitusta. Muilla merkeillä paljon toimivamman näköisiä tuotteita.","1","https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1","fi",""
"Paketissa tulleiden ruuvien avulla asennus onnistui helposti. Pientä vekslausta vaati mutta kerran vain kiinni. Teoriassa. Tykin kohdistus voi onnistua kerralla jos nivelessä oleva ruuvi on sopivan tiukkalla. Itsellä se oli aavistuksen liian löysä"," jolloin tykki vääntää itsensä vinoon. Jos taas liian tiukalla niin tuntuu ettei teline kestä vääntöä. Tähän hintaan ei voi paljoa pyytää mutta kattaa odotukset.""""","3","https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1","fi"
"Käytin vain projektoriin kiinnitettävän osan ja tein omat putket kattoasennusta varten. Toimi hyvin"," mutta ei mahdollisuutta säätää kiinnityspistettä painopisteen kohdalle mikä vaikeuttaa ripustusta.""""","3","https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1","fi"
"videotykin telineenä todella vankkaa tekoavaan ei ole kääntömahdollisuutta tykki osoittaa juuri katon mukaisesti eli kuva on katonrajassa ei voi yhtään kääntää kuvaa alaviistoonjoten en voinut asentaa kattoon vaan hyllylevyn alapuolelle jotta kuva oikealla korkeudella","3","https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1","fi",""
"Tuote oli juuri sellainen mitä haluttiinkin ja toimitusaika oli nopea. Positiivisena yllätyksenä oli"," että kiinnitysputkia oli kaksi pidempi ja lyhyempi.""""","5","https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1","fi"
"JOS et osaa niin älä osta!Monet valittavat tuotteen rajallisista säätöominaisuuksista.Itse en nähnyt mitää ongelmaa. Vähän kun ruuvveja löystää ja käyttää päätä niin saa telineen säädettyä ja asennettua helposti.Tästä tuotteesta löytyy toinen paketti pidemmällä putkella. Suosittelen sitä jos katto on korkealla ja kuva halutaan saada alas. Tämän tuotteen putki on erittäin lyhyt (mukana kaksi putkea"," toinen about 15cm)""""","5","https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1","fi"
"Hyvä hinta-laatusuhde.Ohjeet ovat erittäin huonot.Hyvin hankala säätää kohdalleen. Jotta säätöä voi löysätä / kiristää joutuu jalustan irrottamaan katosta.","3","https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1","fi",""
"Helppo asentaa"," kaikki tarvittava mukana. Riittävästi asennusohjeita. Kiinnitysruuveissa riittävästi säätövaraa jopa isolle tykille (Optima). Pysty suunnassa säätövara OK. Tuotteen viimeistely tehty hyvin. Hinta-laatu suhde erittäin hyvä.""""","4","https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=2","fi"
"Kokemusta ei tosin ole muista telineistä"," mutta ainakin tämän säätömahdollisuudet ovat aika heikot. Alustavasti en saanut kuvaa katosta osoitettua tarpeeksi alas vaikka käytin pitempää putkea. Toki kuvauksestakin näkyy että esim. tilt säätö on vain 15 astetta.Osat (lähinnä tuo putki) ei tahdo ihan helpolla myöskään asettua paikalleen vaan itse sitä jouduin jonkin aikaa yrittämään ennen kuin putken sai paikalleen.""""","2","https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=2","fi"
"Helppo asentaa ja käyttää ja edullinen tuote.......","5","https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=2","fi",""
"Verrattuna kalliimpiin niin harvinaisen hankala asentaa. Vastedes ostan vain semmoisia jossa nivel helposti säädettävissä jotta voi tykin kallistaa helposti.","1","https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=2","fi",""
"Tämä oli kyllä hutiostos. Aivan surkea äänenlaatu ja kaverit ei meinaa kuulla mitään toisessa päässä. Tuulisuoja blokkaa ison osan ääntä pois. En kyllä voi suositella tätä tuotetta","1","https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=1","fi",""
"Hintaisekseen ihan passeli vehje. En tiedä mitä tämän hintaluokan elektroniikalta varsinaisesti pitäisi odottaa.","4","https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=1","fi",""
"Älä osta sillä se """"""""säästö"""""""""," minkä teet tämän mikin ostamalla tulee olemaan 50€+ tappio""""","1","https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=1","fi"
