"otsikko","teksti","tahdet","url","kieli","tunne"
"Väri vääristyny","Ei oo pinkki niiku kuvassa näyttää. Tumman violetti. Vähän hepposen olonen muutenkin, katsotaan kuinka kestää ekan ruuma reissun..","3","https://www.verkkokauppa.com/fi/product/233803/Feru-Pyramid-Peak-Classic-65-cm-matkalaukku-musta/reviews?page=10","fi","neutraali"
"placeholder","Olisi pitänyt lukea kommentit ennen tilaamista. Minä luulin kanssa, et tehdään suklaaseen ihan oikea kääre omalla tekstillä. En kyllä toiste tilaa tähän hintaan. Ajatus kaunis ja jos olis kunnon kääreessä niin tämä olisi halvemmalla hinnalla ratkaisuni lähes kaikkiin muistamisiin.","2","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi","negatiivinen"
"Hyvä hinta-laatusuhde","Laite on helppo asentaa ja toimii kuten luvattu. Hieman kankeasti vaihtaa kanavia, hetken aikaa kuva on hitaalla. Mukava ominaisuus on tuo vanhasta kakesta kopioitavat tärkeimmät napit TVcontrol -painikkeisiin.  Käyttöohjeet olisi syytä kirjoittaa uusiksi. Niistä löytyy epätarkkuuksia. Esim juuri tuo kopiointi vaatii poistumisen toiminnosta ennen uutta ohjelmointia. Samoin valikoista löytyy Antennin teho -vaihtoehto mutta tästä ei puhuta käyttöohjeista.  EPG -toiminto näyttää vain yhden kanavan tiedot kerrallaan eli monissa muissa laitteissa oleva näkymä kaikista kanavista yhtä aikaa ei tunnu olevan mahdollista. Mutta kuten jo alussa sanoin  : hyvä hinta-laatusuhde.","3","https://www.verkkokauppa.com/fi/product/950894/Kansalaisboksi-DigiTikku-HD-digiboksi-antenniverkkoon/reviews?page=7","fi","neutraali"
"Taattua LG-laatua","Hyvä kuva. Selkeä ja helppokäyttöinen kaukosäädin.","5","https://www.verkkokauppa.com/fi/product/903322/LG-UR78-55-4K-LED-TV/reviews?page=5","fi","positiivinen"
"Hidas.","Toimintojen käynnistyminen hidasta.  Käynnistyminen yleensäkin hidasta.","3","https://www.verkkokauppa.com/fi/product/871228/ProCaster-32SL702H-32-Full-HD-Android-LED-TV/reviews?page=5","fi","neutraali"
"placeholder","Olisi saanut olla enemmän lakritsi/salmiakki-makuisia.","3","https://fi.fazer.com/collections/all/products/remix-bestis-500g","fi","neutraali"
"Ihan ok","Lyhyen käytön jälkeen ihan ok. Hinta laatu suhde varmasti ok","4","https://www.verkkokauppa.com/fi/product/903322/LG-UR78-55-4K-LED-TV/reviews?page=10","fi","positiivinen"
"kolmesti takuuseen alle vuodessa...","Kuulokkeet ovat muuten täydelliset, mutta minulla on käynyt jo 3 kertaa niin, että kuulokkeista kuuluu toispuoleisesti tai äänet ovat hiljaisemmat. ANC:ssä ollut vikaa 1 kerran ja ne meni takuuseen. Palvelu näihin kuulokkeisiin liittyen on sitä, että lähetetään vähintään 2 viikoksi huoltoon ja sieltä tulee aina uudet tilalle. Itse olen tyytyväinen kuulokkeisiin, mutta vikoja tulee liian usein.","2","https://www.verkkokauppa.com/fi/product/814390/JBL-Reflect-Aero-TWS-vastamelunappikuulokkeet-valkoinen/reviews?page=1","fi","negatiivinen"
"Lelu","Jos tämän jotenkin saa vireeseen niin hetken päästä vire on kadonnut. Täysin turha ostos.","2","https://www.verkkokauppa.com/fi/product/454778/Kisai-Maika-i-U150-sopraano-ukulele-sunburst/reviews?page=3","fi","negatiivinen"
"Perusroskaa","Mukana tulleet patterit loppuivat 5 kuukaudessa ja tietysti keskellä yötä. Kiitos Airam","1","https://www.verkkokauppa.com/fi/product/450080/Airam-KD-101LE-optinen-palovaroitin-ketjutettava/reviews?page=1","fi","negatiivinen"
"placeholder","Parhaat alushousut. Sloggi alushousut hinta-laatusuhde kohdillaan, mukavat jalassa. Suosittelen.","4","https://www.prisma.fi/tuotteet/100086329/sloggi-tai-basic-naisten-alushousut-3-pack-100086329","fi","positiivinen"
"Air bods pro 2","TyylikkäätHyvä ääniKevyetAinoa huono puoli että ei meinaa istua korvaan","4","https://www.verkkokauppa.com/fi/product/894697/Apple-AirPods-Pro-2-nappikuulokkeet-ja-MagSafe-lataus-kotelo/reviews?page=9","fi","positiivinen"
"Suh. Kallista","Itse tarvitsen paineilmaa  niin  paljon, ettei  näiden ostamisessa  ole  mitään  järkeä. Yksi purkki ei  kestä riittävän kauan ja näiden käyttäminen on vähän kankeaa.suosittelen jotain sähköistä ilmapuhdistuslaitetta.  Se kirpaisee kerran  mutta säästää pitkällä juoksulla.   Itse ostin IT Dusters CompuCleaner Xpert- nimisen laitteen ja on huomattavasti parempi kuin nämä purkit.","2","https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=2","fi","negatiivinen"
"DigiTikku HD-digiboksi","Melko helppo asentaa ja kanavat löytyivät automaattisesti. Ensin piti löytää omasta televisiosta HDMI-asetus.","4","https://www.verkkokauppa.com/fi/product/950894/Kansalaisboksi-DigiTikku-HD-digiboksi-antenniverkkoon/reviews?page=5","fi","positiivinen"
"Samsung 55”","Hinta-laatusuhde kohdallaan ja helppo käyttää, koska edellinenkin TV oli Samsung. Myös kaukosäädin tuttu ja helppo. Ainoa miinus tälle oli kapea katselukulma, eli sivuilta katsottaessa kuva meni lähes valkoiseksi. Jos on paikka, jossa katsotaan vain suoraa edestä, on oikein hyvä perustv.","3","https://www.verkkokauppa.com/fi/product/925501/LG-43-UT73-4K-LED-TV/reviews?page=3","fi","neutraali"
"Melko hyvät","Vastamelu yllättävän hyvä!iPhonen kanssa kaikki toimii todella helpolla ja asetuksia todella helppo muokata.Hinta on kova.","4","https://www.verkkokauppa.com/fi/product/894697/Apple-AirPods-Pro-2-nappikuulokkeet-ja-MagSafe-lataus-kotelo/reviews?page=2","fi","positiivinen"
"placeholder","Lämpimät. Hyvä malli ja helppo pukea päälle","5","https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895","fi","positiivinen"
"Luurit","Käyttöönotto oli helppoa ja sopivat ajateltiin käyttöön.","5","https://www.verkkokauppa.com/fi/product/894697/Apple-AirPods-Pro-2-nappikuulokkeet-ja-MagSafe-lataus-kotelo/reviews?page=5","fi","positiivinen"
"placeholder","Merinovilla on parasta talviulkoiluun. Jo toiset samanlaiset, kun ensimmäiset kuluivat puhki kovassa kulutuksessa. Koko talven joka päivä urheilussa ja ulkoilussa käytössä. Hengittävät ja lämpöiset.","4","https://www.prisma.fi/tuotteet/100127567/house-naisten-pitkat-merinovilla-alushousut-100127567","fi","positiivinen"
"Kansalaisboksi DigiTikku","Nopea ja helppo asennus. Selkeät valikot ja näppärä kaukosäädin.  Hyvä ostos.","5","https://www.verkkokauppa.com/fi/product/950894/Kansalaisboksi-DigiTikku-HD-digiboksi-antenniverkkoon/reviews?page=8","fi","positiivinen"
"Anonyymi","Parin päivän kokemuksella kuvan laatu hyvä,käyttöön otto helppo,mutta äänen laatuun olisi voinut panostaa enemmän , kyllä tietysti uutisia kuuntelee,mutta jos elokuvia katselee niin vaatii ulkoiset kaiuttimet!","3","https://www.verkkokauppa.com/fi/product/834928/ProCaster-43SL901H-43-4K-Android-LED-TV/reviews?page=10","fi","neutraali"
"Smeg kahvinkeitin","Näytöstä hajoaa ledi vuodessa, toisena vuonna keitin alkaa vuotaa pohjasta. Kahvin keiton jälkeen avaat luukun poistaaksesi suodatinpussin, niin se kanteen tiivistynyt likavesi valuu suoraan vesisäiliöön, jota on lähes mahdoton pestä.Muuten aivan loistava peli. Vain käyttöikä jää näiden vuoksi kovin lyhyeksi.","2","https://www.verkkokauppa.com/fi/product/554986/Smeg-DCF02SSEU-kahvinkeitin-harjattu-teras/reviews?page=2","fi","negatiivinen"
"Ei vastaa tuotekuvausta, mutta hinta huomioiden ihan kohtalainen tuote..","Kasausohjeen kuvat eivät vastanneet paketin sisältöä, joten kasaus piti tehdä lähinnä oman intuition varassa. 360 asteen kääntäminen sivuttaissuunnassa onnistuu, mutta minkäänlaista kallistustoimintoa en tästä kyllä keksi, vaikka kuvauksessa 15 asteen kallistusmahdollisuudesta puhutaankin. Lisäksi on vähän kiikkerän oloinen ja kattokiinnikkeen muoviosa halkesi heti kättelyssä.","2","https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=2","fi","negatiivinen"
"Kansalaisboksi","Kanavat löytyi mökki telkkariin.Ajaa asiansa täysin ainakin mökki käytössä.Hyvä hinta/laatu.","4","https://www.verkkokauppa.com/fi/product/950894/Kansalaisboksi-DigiTikku-HD-digiboksi-antenniverkkoon/reviews?page=11","fi","positiivinen"
"Perushiiri epätarkalla kennolla","Tässä mallissa rulla toimii hienosti, toisin kuin joissakin muissa Logitecheissa. Sen sijaan kenno jättää parantamisen varaa. Kenno on epätarkka esimerkiksi viilupöytäpinnalla. Täydellisen perus-langattoman hiiren etsintä jatkuu...","3","https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=4","fi","neutraali"
"placeholder","Olisi kiva jos voisi jättää tilaukseni niin, että syntymäpäiväsankari saisi sen oikeana päivänä.","1","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi","negatiivinen"
"placeholder","Petyin kun pakettitarra oli liimattu patukkaboksiin ja boksin teipit repesi kun tarran irroitin. Tilasin boksin lahjaksi ja nyt se ei ollut enään niin siisti mitä toivoin. Muutenkin pahvi oli kärsinyt postituksessa.","3","https://fi.fazer.com/collections/all/products/patukkaboksi","fi","neutraali"
"Basic","Ihan perus. Hoitaa latauksen ilman hienouksia suht nopeasti","5","https://www.verkkokauppa.com/fi/product/663670/Apple-20-W-USB-C-laturi-MD3J4/reviews?page=1","fi","positiivinen"
"Ugule","Epävireelle menee jatkuvasti mutta kyllä tämä harjoittelu vehkeenä menee","3","https://www.verkkokauppa.com/fi/product/454778/Kisai-Maika-i-U150-sopraano-ukulele-sunburst/reviews?page=3","fi","neutraali"
"placeholder","Hyvä maku, mutta liian kuiva omaan makuun","3","https://fi.fazer.com/collections/all/products/fazer-patkis-cookies-140g-gluteeniton","fi","neutraali"
"Pöhisevä purkki","Hyvi saa pöly kyytiä tosin purkki kylmenee hysteerisesti jolloin puhallus heikkenee, ku antaa lämmetä ni taas puhkuu.","5","https://www.verkkokauppa.com/fi/product/77850/Mr-Muskelknutte-Air-Duster-400ml-paineilmatolkki/reviews?page=4","fi","positiivinen"
"ei yhteensopiva macin kanssa","jonkin aikaa toimii, sen jälkeen lakkasi yhdistämästä maciin","2","https://www.verkkokauppa.com/fi/product/810016/Kingston-XS2000-ulkoinen-SSD-levy-4-Tt/reviews?page=1","fi","negatiivinen"
"placeholder","Pitkäaikainen Sloggi Tai käyttäjä. Hinta/laatusuhde heikentynyt aikaisemmista vuosista. Kestävät huomattavasti vähemmän aikaa. Vyötärön sivuista joko sormet menee kankaasta läpi tai sivusaumat pettävät.","3","https://www.prisma.fi/tuotteet/100086329/sloggi-tai-basic-naisten-alushousut-3-pack-100086329","fi","neutraali"
"placeholder","Lähetystarrat voisi liimata johonkin muualle kuin pakkaukseen. Tarrojen kanssa pakkaus ei sovellu lahjaksi ja niiden pois repiminen tekee laatikosta ruman.","3","https://fi.fazer.com/collections/all/products/fazer-uutuusboksi-kesa-2025","fi","neutraali"
"placeholder","Kaunis värirykseltään ja muotoilultaan! Todella kauniit verhot. Toimii!","5","https://www.prisma.fi/tuotteet/100228459/house-pimentava-verho-aurora-140-x-250-cm-100228459","fi","positiivinen"
"Ei sitten toimi","Pysykää kaukana tästä tuotteesta sillä nämä kiinalaiset jotka näitä tekee ei osaa valmistaa mikrofoneja. Jos puhaltaa mikrofooniin ihan täpöö niin näkyy vaan et -100dB.","1","https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=1","fi","negatiivinen"
"Denver","Laite sammuu pari kertaa tunnissa,seisaus kestää muutaman sekunnin kuva pimeänä.Kaukosäädin hankala käyttää,painikket pienet.","3","https://www.verkkokauppa.com/fi/product/929413/Denver-DTB-148-HD-digiboksi-antenniverkkoon/reviews?page=2","fi","neutraali"
"placeholder","Materiaali venyy hyvin. Pysyy hyvin oikealla paikalla.","4","https://www.prisma.fi/tuotteet/100086327/sloggi-maxi-basic-naisten-alushousut-3-pack-100086327","fi","positiivinen"
"Ipod pro 2 gen","Aivan huippu vehkeet. Aikaisemmin vannoutunut android käyttäjä ja nyt siirryin applen vehkeisiin. Ikinä ei ole käyttöön otto ole ollut näin helppoa ja mikä äänen laatu. Täytyy kyllä antaa todella iso plussa.","5","https://www.verkkokauppa.com/fi/product/894697/Apple-AirPods-Pro-2-nappikuulokkeet-ja-MagSafe-lataus-kotelo/reviews?page=11","fi","positiivinen"
"Rollei dia filmiskanneru","Odotin parempaa laatua tunnetulta merkiltä.Toki tiedän, ettei tuossa hintaluokassa voi parempaa saada.Laatu on samaa luokkaa kuin Lidl taannoin myi 40€ maksavaa samantapaista laitetta.Jos diat ovat hyvälaatuisia ja kirkkaita voi henkilöt tunnistaa lopputuloksesta.Kunnon diaskannerien hinnat ovat jossakin 1000€ vaiheilla, vertaa esim Nikon, jota voi kovalla hinnalla jostakin saada käytettynä. Valmistus lopetettu.Parilla sataa saa tasoskannerin, Epson, Canon joissa diakansi, laatu paljon parempi, mutta hidas käyttää.En ole tyytyväinen 130€ maksavaan Rollein skanneriin.T. Jouko S","2","https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1","fi","negatiivinen"
"Heikko","Todella heikkolaatuinen matkalaukku, ymmärtäähän sen kun hinta noin alhainen. Kävin jo kerran vaihtamassa, koska vetoketju purkautui matkalaukusta ja alkoi myös vaihdetusta matkalaukusta purkautumaan normaalikäytössä... En suosittele varsinkaan jos matkustelet paljon, sillä se ei tule kestämään.","1","https://www.verkkokauppa.com/fi/product/233803/Feru-Pyramid-Peak-Classic-65-cm-matkalaukku-musta/reviews?page=5","fi","negatiivinen"
"ei kestänyt","Meillä hajosi ko. pankssarilasi muutaman päivän käytön jälkeen. En tiedä oliko maanantaina kappale. Valitettavasti en voinut reklamoida kun käyttäjä oli heittänyt rikkinäisen lasin roskiin, niin ei ollut todistusaineistoa","1","https://www.verkkokauppa.com/fi/product/598927/PanzerGlass-panssarilasi-Apple-Watch-4-5-6-SE-44-mm-musta/reviews?page=1","fi","negatiivinen"
"Hintansa väärtti","Telkkari toimii vähän hitaasti muttei haittaa vähän vanhempaa väkeä. Värit hyvät ja helppo asentaa kanavat. Ohjeet selvät. Äänenlaatu loistava","3","https://www.verkkokauppa.com/fi/product/871228/ProCaster-32SL702H-32-Full-HD-Android-LED-TV/reviews?page=6","fi","neutraali"
"Laadukkaat kuulokkeet Applelta","Aiemmat useat in-ear kuulokkeet eivät ole pysyneet kunnolla korvassa, lisäksi äänenlaadussa ollut parantamisen varaa.Nämä toimii kuin junan vessa. iPhone / iPad / AppleTV. Lähteeksi valitsee oletuksena viimeisimmän / mistä ääni sillä hetkellä tulee kun kuulokkeet laitetaan korviin. Tarkemmin en vielä ole asetuksiin ehdinyt tutustua vaikka kerran AppleTV:n äänet tulivat luureista kun piti kuunnella musiikkia puhelimella.Äänenlaatu (kaikki äänialueet erottuu selkeästi)Todella hyvä vastamelu (hiljaisella äänenvoimakkuudella en kuullut edes pauhaavaa imuria taustalta)Pysyy jämäkästi korvissa (jopa aamulla herätessä ollut vielä napit korvilla)Säädöt selkeät kun hieman tutustuuFind me toiminto (niille joilla tapana hukata tavaroita)Ei paina vaikka olisi kyljellään tyynyä vastenAkunkesto sekä iPhonesta näkee sekä kotelon että molempien podien akun varauksenTodella siro latauskotelo kulkee mukana kätevästiVoi liittää muihinkin kuin Apple laitteisiinEli näistä ei mitään huonoa sanottavaa, täyden 5 tähden kuulokkeet. Suosittelen","5","https://www.verkkokauppa.com/fi/product/894697/Apple-AirPods-Pro-2-nappikuulokkeet-ja-MagSafe-lataus-kotelo/reviews?page=7","fi","positiivinen"
"Lahjakortti","Tuote tuli nopeasti ja lahjan saaja oli erittäin tyytyväinen.","5","https://www.verkkokauppa.com/fi/product/98368/Verkkokauppa-com-lahjakortti/reviews?page=1","fi","positiivinen"
"placeholder","Odotettu lahja. Saaja on hyvin tyytyväinen näihin.","5","https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352","fi","positiivinen"
"placeholder","Pimennysverhot. Pimentää huoneen hyvin, vaikka itse verhon väri ei ole tumma.","4","https://www.prisma.fi/tuotteet/100228459/house-pimentava-verho-aurora-140-x-250-cm-100228459","fi","positiivinen"
"placeholder","Suunniteltu käärre olikin vain lisä-sliiveri suklaalevylle, mikä tekee palvelusta mielestäni ylihinnoitellun. Lisäksi takaosan merkkimäärä oli todella pieni, vaikka lisäsliiverissä olisi paljon enemmän tilaa.","3","https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy","fi","neutraali"
